orf_name,miller,presnyak,geisberg,half_life
YOL126C,3.16,1.9,37.0,14.02
YOL127W,45.65,35.9,15.0,32.1833333333
YOL128C,,,38.0,38.0
YOL129W,48.38,15.6,60.0,41.3266666667
YOL130W,8.82,8.8,35.0,17.54
YOL132W,,,49.0,49.0
YOL133W,11.7,,,11.7
YOL135C,3.6,,33.0,18.3
YOL136C,4.41,6.4,45.0,18.6033333333
YOL137W,9.96,,40.0,24.98
YOL138C,5.49,,40.0,22.745
YOL139C,30.86,7.7,30.0,22.8533333333
YOL140W,8.21,3.6,31.0,14.27
YOL141W,,5.3,,5.3
YOL142W,7.04,2.5,17.0,8.84666666667
YOL143C,55.01,23.7,28.0,35.57
YOL144W,9.04,5.2,10.0,8.08
YOL145C,12.47,,29.0,20.735
YOL146W,12.36,6.1,29.0,15.82
YOL147C,11.35,5.8,46.0,21.05
YOL148C,5.13,9.1,33.0,15.7433333333
YOL149W,10.8,3.4,22.0,12.0666666667
YOL151W,23.68,15.4,43.0,27.36
YOL152W,,30.0,39.0,34.5
YOL154W,40.5,,78.0,59.25
YOL155C,99.22,6.5,31.0,45.5733333333
YOL157C,,,31.0,31.0
YOL158C,10.6,3.8,34.0,16.1333333333
YOL159C,12.91,6.8,29.0,16.2366666667
YOL164W,,4.4,20.0,12.2
YOR001W,13.01,4.2,11.0,9.40333333333
YOR002W,18.06,12.3,41.0,23.7866666667
YOR003W,23.76,31.2,46.0,33.6533333333
YOR004W,10.68,2.2,7.0,6.62666666667
YOR005C,,8.8,37.0,22.9
YOR006C,5.95,,12.0,8.975
YOR007C,70.03,,36.0,53.015
YOR008C,7.39,10.7,42.0,20.03
YOR009W,,,46.0,46.0
YOR010C,,,63.0,63.0
YOR011W,11.72,6.6,46.0,21.44
YOR014W,14.67,12.3,,13.485
YOR016C,9.06,10.4,35.0,18.1533333333
YOR017W,6.87,,27.0,16.935
YOR018W,,,64.0,64.0
YOR019W,7.49,31.1,57.0,31.8633333333
YOR020C,22.92,,42.0,32.46
YOR020W-A,,,94.0,94.0
YOR021C,23.11,7.2,10.0,13.4366666667
YOR022C,,,23.0,23.0
YOR023C,6.37,7.7,53.0,22.3566666667
YOR025W,4.81,6.1,,5.455
YOR026W,4.82,15.9,35.0,18.5733333333
YOR027W,26.18,,12.0,19.09
YOR028C,4.43,,12.0,8.215
YOR030W,,10.6,,10.6
YOR031W,,,144.0,144.0
YOR032W-A,,,104.0,104.0
YOR033C,6.69,,37.0,21.845
YOR034C,,,74.0,74.0
YOR034C-A,,,48.0,48.0
YOR035C,10.62,9.4,,10.01
YOR036W,6.9,5.9,58.0,23.6
YOR037W,6.33,8.0,39.0,17.7766666667
YOR038C,8.19,4.7,21.0,11.2966666667
YOR039W,13.42,9.0,27.0,16.4733333333
YOR040W,,36.8,42.0,39.4
YOR042W,14.53,25.1,38.0,25.8766666667
YOR043W,9.19,,31.0,20.095
YOR044W,1.92,,58.0,29.96
YOR045W,11.1,5.8,29.0,15.3
YOR046C,28.34,20.4,23.0,23.9133333333
YOR047C,6.46,7.4,43.0,18.9533333333
YOR048C,18.94,15.9,15.0,16.6133333333
YOR049C,,5.3,28.0,16.65
YOR051C,16.05,7.4,11.0,11.4833333333
YOR052C,,27.3,43.0,35.15
YOR054C,6.33,14.1,56.0,25.4766666667
YOR056C,9.55,4.4,22.0,11.9833333333
YOR057W,16.06,9.3,43.0,22.7866666667
YOR058C,,5.4,28.0,16.7
YOR059C,6.84,9.0,46.0,20.6133333333
YOR060C,,6.5,,6.5
YOR061W,14.0,5.0,28.0,15.6666666667
YOR062C,3.24,,79.0,41.12
YOR063W,53.54,17.6,14.0,28.38
YOR064C,4.91,4.2,23.0,10.7033333333
YOR065W,10.95,9.1,47.0,22.35
YOR066W,3.15,4.7,18.0,8.61666666667
YOR067C,20.96,4.9,23.0,16.2866666667
YOR069W,8.93,8.4,36.0,17.7766666667
YOR070C,6.74,5.6,38.0,16.78
YOR071C,,19.2,20.0,19.6
YOR073W,9.02,3.2,12.0,8.07333333333
YOR074C,19.32,12.8,27.0,19.7066666667
YOR075W,8.98,10.5,42.0,20.4933333333
YOR076C,8.06,27.7,50.0,28.5866666667
YOR077W,5.09,1.2,,3.145
YOR078W,4.83,2.5,10.0,5.77666666667
YOR079C,8.29,3.3,41.0,17.53
YOR080W,6.81,4.8,35.0,15.5366666667
YOR081C,6.9,6.2,23.0,12.0333333333
YOR084W,5.42,,32.0,18.71
YOR085W,18.23,15.9,36.0,23.3766666667
YOR086C,21.35,21.0,47.0,29.7833333333
YOR087W,10.35,4.2,29.0,14.5166666667
YOR089C,9.89,15.8,41.0,22.23
YOR090C,17.79,22.0,,19.895
YOR091W,10.69,5.0,13.0,9.56333333333
YOR092W,10.71,4.3,39.0,18.0033333333
YOR093C,7.83,,46.0,26.915
YOR094W,4.95,3.6,22.0,10.1833333333
YOR095C,24.62,5.2,4.0,11.2733333333
YOR096W,46.17,34.4,14.0,31.5233333333
YOR097C,10.07,,38.0,24.035
YOR098C,7.56,,22.0,14.78
YOR099W,40.25,21.1,35.0,32.1166666667
YOR100C,,,60.0,60.0
YOR101W,9.26,2.4,12.0,7.88666666667
YOR103C,19.71,5.9,35.0,20.2033333333
YOR104W,5.15,3.8,,4.475
YOR106W,4.79,6.1,22.0,10.9633333333
YOR107W,,4.4,16.0,10.2
YOR108W,26.64,5.0,8.0,13.2133333333
YOR109W,,28.6,40.0,34.3
YOR110W,11.91,6.5,29.0,15.8033333333
YOR111W,21.01,,29.0,25.005
YOR112W,8.4,27.8,29.0,21.7333333333
YOR113W,,7.3,56.0,31.65
YOR114W,,,56.0,56.0
YOR115C,12.71,4.9,28.0,15.2033333333
YOR116C,11.09,8.0,11.0,10.03
YOR117W,21.0,14.0,46.0,27.0
YOR118W,11.09,,34.0,22.545
YOR119C,7.95,,8.0,7.975
YOR120W,7.24,,92.0,49.62
YOR122C,29.98,26.2,50.0,35.3933333333
YOR123C,12.1,,,12.1
YOR124C,26.75,,44.0,35.375
YOR125C,11.45,10.6,45.0,22.35
YOR126C,17.14,4.7,,10.92
YOR127W,10.96,3.7,39.0,17.8866666667
YOR128C,13.06,,40.0,26.53
YOR129C,,3.4,15.0,9.2
YOR130C,16.28,4.5,21.0,13.9266666667
YOR131C,10.34,10.3,35.0,18.5466666667
YOR132W,8.51,18.1,44.0,23.5366666667
YOR133W,69.09,,28.0,48.545
YOR134W,,,44.0,44.0
YOR136W,23.84,17.5,28.0,23.1133333333
YOR137C,,,57.0,57.0
YOR138C,7.17,8.6,41.0,18.9233333333
YOR140W,,,20.0,20.0
YOR141C,7.11,,41.0,24.055
YOR142W,36.67,8.6,54.0,33.09
YOR143C,5.69,2.3,27.0,11.6633333333
YOR144C,4.94,2.6,,3.77
YOR145C,10.01,2.6,15.0,9.20333333333
YOR147W,5.31,4.5,51.0,20.27
YOR148C,10.42,7.7,46.0,21.3733333333
YOR149C,,3.5,30.0,16.75
YOR150W,7.7,6.2,42.0,18.6333333333
YOR151C,25.49,,33.0,29.245
YOR152C,10.79,,129.0,69.895
YOR153W,31.31,42.4,20.0,31.2366666667
YOR154W,,,12.0,12.0
YOR155C,13.92,8.7,40.0,20.8733333333
YOR156C,,,39.0,39.0
YOR157C,17.99,18.9,51.0,29.2966666667
YOR158W,7.93,,34.0,20.965
YOR159C,,,15.0,15.0
YOR160W,8.68,,28.0,18.34
YOR161C,14.36,,74.0,44.18
YOR161C-C,,,41.0,41.0
YOR162C,,23.7,,23.7
YOR163W,35.05,13.1,47.0,31.7166666667
YOR164C,47.16,17.2,21.0,28.4533333333
YOR165W,17.95,6.4,24.0,16.1166666667
YOR166C,8.01,5.9,21.0,11.6366666667
YOR167C,31.86,36.8,23.0,30.5533333333
YOR168W,35.39,34.5,12.0,27.2966666667
YOR171C,14.58,7.2,36.0,19.26
YOR172W,6.29,10.5,28.0,14.93
YOR173W,,,115.0,115.0
YOR174W,5.99,4.4,16.0,8.79666666667
YOR175C,40.74,6.3,22.0,23.0133333333
YOR176W,21.24,38.4,26.0,28.5466666667
YOR177C,,14.2,28.0,21.1
YOR178C,,,30.0,30.0
YOR179C,6.0,4.7,11.0,7.23333333333
YOR180C,,10.0,28.0,19.0
YOR181W,,8.4,30.0,19.2
YOR182C,17.45,23.4,17.0,19.2833333333
YOR184W,45.09,11.4,43.0,33.1633333333
YOR185C,53.07,,,53.07
YOR186W,,,58.0,58.0
YOR187W,28.12,13.7,37.0,26.2733333333
YOR188W,7.17,3.8,13.0,7.99
YOR189W,,5.9,27.0,16.45
YOR190W,,,48.0,48.0
YOR191W,9.81,22.7,28.0,20.17
YOR192C-C,6.73,,21.0,13.865
YOR193W,5.08,8.0,34.0,15.6933333333
YOR194C,8.17,10.4,46.0,21.5233333333
YOR195W,8.29,,31.0,19.645
YOR196C,11.27,4.4,34.0,16.5566666667
YOR197W,31.91,14.6,37.0,27.8366666667
YOR198C,41.4,38.0,33.0,37.4666666667
YOR201C,9.84,7.8,31.0,16.2133333333
YOR202W,43.56,,,43.56
YOR204W,14.98,9.8,28.0,17.5933333333
YOR205C,5.84,,28.0,16.92
YOR206W,15.79,4.8,8.0,9.53
YOR207C,17.28,22.7,24.0,21.3266666667
YOR208W,5.32,4.6,35.0,14.9733333333
YOR209C,27.31,13.5,29.0,23.27
YOR210W,,8.5,21.0,14.75
YOR211C,11.27,9.9,44.0,21.7233333333
YOR212W,9.3,2.5,37.0,16.2666666667
YOR213C,5.45,2.6,26.0,11.35
YOR215C,9.95,8.3,71.0,29.75
YOR216C,12.64,9.5,,11.07
YOR217W,14.37,32.5,16.0,20.9566666667
YOR219C,11.33,8.0,53.0,24.11
YOR220W,5.86,13.5,60.0,26.4533333333
YOR221C,9.1,,57.0,33.05
YOR222W,26.33,5.7,59.0,30.3433333333
YOR223W,,15.9,76.0,45.95
YOR224C,14.42,6.8,14.0,11.74
YOR226C,6.25,7.4,23.0,12.2166666667
YOR227W,9.29,16.2,57.0,27.4966666667
YOR228C,10.21,9.1,52.0,23.77
YOR229W,12.05,2.9,28.0,14.3166666667
YOR230W,47.56,,53.0,50.28
YOR231W,6.49,,45.0,25.745
YOR232W,23.66,3.7,30.0,19.12
YOR233W,5.23,1.9,29.0,12.0433333333
YOR234C,21.5,11.8,16.0,16.4333333333
YOR236W,19.8,2.9,40.0,20.9
YOR237W,,,38.0,38.0
YOR238W,12.39,,34.0,23.195
YOR239W,29.42,11.5,,20.46
YOR241W,15.02,4.7,38.0,19.24
YOR242C,,,24.0,24.0
YOR243C,22.78,3.4,10.0,12.06
YOR244W,5.55,,39.0,22.275
YOR245C,12.58,10.3,49.0,23.96
YOR246C,14.7,5.6,22.0,14.1
YOR247W,24.99,11.8,,18.395
YOR249C,6.84,6.8,34.0,15.88
YOR250C,7.71,5.4,26.0,13.0366666667
YOR251C,28.81,9.3,22.0,20.0366666667
YOR252W,18.14,2.4,11.0,10.5133333333
YOR253W,49.04,29.9,16.0,31.6466666667
YOR254C,20.85,8.0,21.0,16.6166666667
YOR256C,12.47,12.1,36.0,20.19
YOR257W,8.53,14.0,33.0,18.51
YOR258W,10.15,,25.0,17.575
YOR259C,14.95,12.5,43.0,23.4833333333
YOR260W,20.36,,30.0,25.18
YOR261C,22.78,13.2,45.0,26.9933333333
YOR262W,9.64,4.9,37.0,17.18
YOR264W,24.65,5.2,22.0,17.2833333333
YOR265W,22.4,12.3,24.0,19.5666666667
YOR266W,,1.3,26.0,13.65
YOR267C,5.61,,40.0,22.805
YOR269W,6.23,7.4,17.0,10.21
YOR270C,41.29,21.8,33.0,32.03
YOR271C,30.03,,12.0,21.015
YOR272W,15.37,6.2,7.0,9.52333333333
YOR273C,8.71,,90.0,49.355
YOR274W,6.51,5.8,38.0,16.77
YOR275C,7.59,10.9,47.0,21.83
YOR276W,42.44,12.4,27.0,27.28
YOR278W,11.2,8.1,30.0,16.4333333333
YOR279C,,3.1,30.0,16.55
YOR280C,22.44,14.9,26.0,21.1133333333
YOR281C,16.16,3.6,28.0,15.92
YOR283W,10.61,3.0,31.0,14.87
YOR284W,,5.7,28.0,16.85
YOR285W,22.35,,101.0,61.675
YOR286W,14.99,7.6,40.0,20.8633333333
YOR287C,5.45,2.5,6.0,4.65
YOR288C,10.24,14.9,27.0,17.38
YOR289W,,,62.0,62.0
YOR290C,4.64,38.5,39.0,27.38
YOR291W,11.11,9.0,24.0,14.7033333333
YOR292C,5.1,,,5.1
YOR293C-A,,,36.0,36.0
YOR293W,30.45,13.4,16.0,19.95
YOR294W,12.83,2.9,10.0,8.57666666667
YOR295W,,1.9,28.0,14.95
YOR296W,9.09,,31.0,20.045
YOR297C,5.97,,41.0,23.485
YOR298C-A,10.6,28.4,16.0,18.3333333333
YOR298W,,,67.0,67.0
YOR299W,6.43,7.4,,6.915
YOR301W,6.12,14.0,27.0,15.7066666667
YOR303W,13.73,3.4,88.0,35.0433333333
YOR304C-A,,,17.0,17.0
YOR304W,4.96,,30.0,17.48
YOR305W,6.04,7.5,14.0,9.18
YOR306C,,52.4,42.0,47.2
YOR307C,6.99,14.9,31.0,17.63
YOR308C,0.23,2.9,15.0,6.04333333333
YOR310C,21.0,4.3,,12.65
YOR311C,10.84,3.6,40.0,18.1466666667
YOR312C,39.44,13.7,16.0,23.0466666667
YOR313C,,,24.0,24.0
YOR315W,5.11,2.4,18.0,8.50333333333
YOR316C,11.2,7.3,44.0,20.8333333333
YOR317W,31.32,,52.0,41.66
YOR319W,7.87,4.1,16.0,9.32333333333
YOR320C,18.54,5.7,22.0,15.4133333333
YOR321W,27.17,18.9,26.0,24.0233333333
YOR322C,5.89,7.2,38.0,17.03
YOR323C,52.15,22.9,26.0,33.6833333333
YOR324C,7.06,4.5,32.0,14.52
YOR326W,20.82,50.2,30.0,33.6733333333
YOR327C,9.2,9.3,31.0,16.5
YOR328W,7.07,7.7,43.0,19.2566666667
YOR329C,8.26,7.2,35.0,16.82
YOR330C,6.17,5.8,31.0,14.3233333333
YOR332W,71.81,,37.0,54.405
YOR334W,5.18,,29.0,17.09
YOR335C,49.35,31.6,22.0,34.3166666667
YOR336W,24.33,16.5,31.0,23.9433333333
YOR337W,5.82,4.3,,5.06
YOR338W,,,50.0,50.0
YOR339C,,,12.0,12.0
YOR340C,15.7,2.6,8.0,8.76666666667
YOR341W,23.44,20.7,5.0,16.38
YOR342C,4.73,3.2,10.0,5.97666666667
YOR344C,1.6,25.3,16.0,14.3
YOR346W,12.88,,11.0,11.94
YOR347C,19.35,,44.0,31.675
YOR348C,,,57.0,57.0
YOR349W,,33.3,47.0,40.15
YOR350C,,4.7,21.0,12.85
YOR352W,9.27,7.4,27.0,14.5566666667
YOR353C,6.71,,48.0,27.355
YOR354C,8.34,5.3,37.0,16.88
YOR355W,11.88,4.9,14.0,10.26
YOR356W,24.35,10.3,18.0,17.55
YOR357C,12.97,10.8,47.0,23.59
YOR358W,5.24,5.3,,5.27
YOR359W,2.99,1.1,14.0,6.03
YOR360C,5.86,4.7,59.0,23.1866666667
YOR361C,26.71,30.0,15.0,23.9033333333
YOR362C,19.89,12.8,,16.345
YOR363C,6.73,8.4,44.0,19.71
YOR365C,,,27.0,27.0
YOR367W,22.56,13.3,41.0,25.62
YOR368W,,4.4,37.0,20.7
YOR369C,34.6,19.9,14.0,22.8333333333
YOR370C,10.14,,29.0,19.57
YOR371C,6.56,,,6.56
YOR372C,4.96,6.5,39.0,16.82
YOR373W,,24.2,26.0,25.1
YOR374W,19.13,,55.0,37.065
YOR375C,56.64,,38.0,47.32
YOR377W,8.72,14.6,44.0,22.44
YOR378W,,,24.0,24.0
YOR380W,5.65,11.0,49.0,21.8833333333
YOR381W,,9.0,49.0,29.0
YOR381W-A,,,35.0,35.0
YOR382W,73.82,,38.0,55.91
YOR383C,3.75,52.2,126.0,60.65
YOR384W,,9.6,,9.6
YOR385W,3.19,,16.0,9.595
YOR386W,,,45.0,45.0
YOR390W,6.12,,28.0,17.06
YOR391C,,,22.0,22.0
YOR393W,,,25.0,25.0
YPL001W,6.92,14.6,42.0,21.1733333333
YPL002C,9.93,13.4,50.0,24.4433333333
YPL003W,10.78,,47.0,28.89
YPL004C,27.02,11.6,54.0,30.8733333333
YPL005W,,,58.0,58.0
YPL006W,35.8,18.3,44.0,32.7
YPL007C,6.06,,30.0,18.03
YPL008W,6.63,3.5,30.0,13.3766666667
YPL009C,12.03,,27.0,19.515
YPL010W,37.26,11.7,33.0,27.32
YPL011C,6.86,3.9,48.0,19.5866666667
YPL012W,12.08,17.4,5.0,11.4933333333
YPL013C,6.15,4.9,44.0,18.35
YPL014W,,,47.0,47.0
YPL015C,,5.9,27.0,16.45
YPL016W,9.39,44.4,27.0,26.93
YPL017C,,10.2,,10.2
YPL018W,,11.3,,11.3
YPL019C,13.56,31.5,35.0,26.6866666667
YPL020C,7.61,5.1,33.0,15.2366666667
YPL022W,7.57,5.0,32.0,14.8566666667
YPL023C,11.36,5.9,30.0,15.7533333333
YPL024W,9.65,4.7,46.0,20.1166666667
YPL026C,4.83,2.0,115.0,40.61
YPL028W,55.34,23.5,32.0,36.9466666667
YPL029W,6.53,3.3,27.0,12.2766666667
YPL030W,6.68,2.6,17.0,8.76
YPL031C,13.07,8.5,42.0,21.19
YPL032C,10.48,11.2,27.0,16.2266666667
YPL034W,5.32,,34.0,19.66
YPL036W,,14.1,,14.1
YPL037C,37.41,27.5,23.0,29.3033333333
YPL038W,7.31,4.8,27.0,13.0366666667
YPL040C,,4.5,29.0,16.75
YPL041C,,,49.0,49.0
YPL042C,3.76,5.2,32.0,13.6533333333
YPL043W,14.58,2.9,8.0,8.49333333333
YPL045W,6.02,5.4,35.0,15.4733333333
YPL046C,6.7,2.6,22.0,10.4333333333
YPL047W,,3.5,33.0,18.25
YPL048W,36.35,59.9,27.0,41.0833333333
YPL049C,10.04,4.5,30.0,14.8466666667
YPL050C,17.84,3.6,26.0,15.8133333333
YPL051W,8.47,3.7,30.0,14.0566666667
YPL052W,8.21,2.4,,5.305
YPL053C,23.3,6.4,42.0,23.9
YPL054W,,,96.0,96.0
YPL055C,,5.5,22.0,13.75
YPL057C,5.55,3.6,,4.575
YPL058C,12.9,,28.0,20.45
YPL059W,23.59,7.5,32.0,21.03
YPL060W,,5.1,49.0,27.05
YPL061W,24.68,35.6,16.0,25.4266666667
YPL063W,22.31,6.5,16.0,14.9366666667
YPL064C,10.21,6.7,40.0,18.97
YPL065W,8.38,9.2,42.0,19.86
YPL066W,6.39,3.3,29.0,12.8966666667
YPL067C,14.46,,,14.46
YPL068C,4.7,,10.0,7.35
YPL069C,,,21.0,21.0
YPL070W,,3.8,40.0,21.9
YPL071C,5.88,,30.0,17.94
YPL072W,5.26,3.2,26.0,11.4866666667
YPL074W,,4.9,34.0,19.45
YPL075W,7.28,3.8,37.0,16.0266666667
YPL076W,,12.2,15.0,13.6
YPL077C,,,30.0,30.0
YPL078C,22.05,10.2,54.0,28.75
YPL079W,33.53,18.9,17.0,23.1433333333
YPL081W,17.18,2.3,18.0,12.4933333333
YPL082C,6.65,3.1,,4.875
YPL083C,9.73,,18.0,13.865
YPL084W,8.24,35.4,43.0,28.88
YPL085W,13.58,33.9,30.0,25.8266666667
YPL086C,13.68,8.1,8.0,9.92666666667
YPL087W,19.46,10.8,43.0,24.42
YPL088W,9.24,,32.0,20.62
YPL089C,5.15,2.3,35.0,14.15
YPL090C,40.84,10.8,14.0,21.88
YPL091W,36.1,33.7,33.0,34.2666666667
YPL092W,11.07,11.7,26.0,16.2566666667
YPL093W,9.49,2.9,8.0,6.79666666667
YPL094C,24.83,4.9,26.0,18.5766666667
YPL095C,10.21,9.5,35.0,18.2366666667
YPL096C-A,8.16,3.6,35.0,15.5866666667
YPL096W,5.5,6.6,34.0,15.3666666667
YPL097W,4.97,8.1,28.0,13.69
YPL098C,12.01,14.0,38.0,21.3366666667
YPL099C,11.78,6.0,31.0,16.26
YPL100W,8.15,20.0,49.0,25.7166666667
YPL101W,17.51,3.6,15.0,12.0366666667
YPL103C,5.96,,32.0,18.98
YPL104W,8.22,14.6,42.0,21.6066666667
YPL105C,5.42,13.8,31.0,16.74
YPL106C,86.48,,32.0,59.24
YPL107W,4.34,,92.0,48.17
YPL109C,,,49.0,49.0
YPL110C,12.82,49.0,73.0,44.94
YPL111W,14.98,10.3,27.0,17.4266666667
YPL112C,7.72,6.8,,7.26
YPL113C,,27.8,30.0,28.9
YPL115C,10.81,,31.0,20.905
YPL116W,6.01,17.4,42.0,21.8033333333
YPL117C,17.82,8.6,28.0,18.14
YPL118W,12.11,9.4,47.0,22.8366666667
YPL119C-A,,,102.0,102.0
YPL120W,8.31,15.3,43.0,22.2033333333
YPL122C,15.25,5.3,15.0,11.85
YPL123C,16.18,,69.0,42.59
YPL124W,5.71,,36.0,20.855
YPL125W,9.72,,32.0,20.86
YPL126W,10.01,14.6,8.0,10.87
YPL127C,23.59,5.2,24.0,17.5966666667
YPL128C,6.1,2.8,16.0,8.3
YPL129W,14.28,6.7,32.0,17.66
YPL131W,46.17,16.8,14.0,25.6566666667
YPL132W,6.63,4.2,21.0,10.61
YPL133C,6.13,4.4,12.0,7.51
YPL134C,9.62,12.8,32.0,18.14
YPL135W,3.09,5.0,41.0,16.3633333333
YPL137C,7.95,13.7,41.0,20.8833333333
YPL138C,3.65,,44.0,23.825
YPL139C,7.7,5.3,18.0,10.3333333333
YPL140C,,6.5,29.0,17.75
YPL141C,5.45,4.4,17.0,8.95
YPL143W,22.75,24.0,19.0,21.9166666667
YPL144W,12.66,1.9,30.0,14.8533333333
YPL145C,20.28,13.9,54.0,29.3933333333
YPL146C,11.87,,12.0,11.935
YPL147W,14.86,,34.0,24.43
YPL148C,5.0,,31.0,18.0
YPL149W,6.3,5.5,15.0,8.93333333333
YPL150W,8.79,,41.0,24.895
YPL151C,7.95,13.8,31.0,17.5833333333
YPL152W,9.36,,51.0,30.18
YPL153C,,4.6,38.0,21.3
YPL154C,86.27,,70.0,78.135
YPL155C,,,32.0,32.0
YPL156C,,3.2,80.0,41.6
YPL157W,7.25,3.0,15.0,8.41666666667
YPL158C,9.03,3.6,27.0,13.21
YPL159C,4.72,6.2,72.0,27.64
YPL160W,53.46,48.0,16.0,39.1533333333
YPL161C,6.04,5.1,,5.57
YPL163C,17.22,7.3,31.0,18.5066666667
YPL164C,,7.0,,7.0
YPL165C,,21.1,11.0,16.05
YPL167C,,5.4,44.0,24.7
YPL168W,7.56,,39.0,23.28
YPL169C,7.74,26.3,31.0,21.68
YPL170W,9.87,,47.0,28.435
YPL171C,,6.8,30.0,18.4
YPL172C,5.77,2.8,27.0,11.8566666667
YPL173W,6.45,4.0,36.0,15.4833333333
YPL174C,,4.4,35.0,19.7
YPL175W,,3.1,24.0,13.55
YPL176C,12.29,17.6,34.0,21.2966666667
YPL177C,4.05,3.3,62.0,23.1166666667
YPL178W,9.38,4.9,32.0,15.4266666667
YPL179W,10.02,,68.0,39.01
YPL180W,8.45,7.2,41.0,18.8833333333
YPL181W,7.47,6.9,36.0,16.79
YPL183C,8.3,5.1,7.0,6.8
YPL183W-A,,3.3,33.0,18.15
YPL184C,15.35,27.0,30.0,24.1166666667
YPL186C,,,56.0,56.0
YPL188W,8.17,23.8,28.0,19.99
YPL189C-A,,3.0,,3.0
YPL189W,,,23.0,23.0
YPL190C,,,43.0,43.0
YPL191C,,,40.0,40.0
YPL193W,7.16,5.0,9.0,7.05333333333
YPL194W,,,30.0,30.0
YPL195W,14.13,38.2,33.0,28.4433333333
YPL196W,6.65,19.9,62.0,29.5166666667
YPL198W,43.6,,,43.6
YPL199C,22.01,,22.0,22.005
YPL202C,,,34.0,34.0
YPL203W,8.13,16.4,48.0,24.1766666667
YPL204W,8.18,5.6,36.0,16.5933333333
YPL206C,14.78,13.5,74.0,34.0933333333
YPL207W,9.25,11.0,10.0,10.0833333333
YPL208W,20.18,7.4,24.0,17.1933333333
YPL209C,,4.8,17.0,10.9
YPL210C,10.89,6.7,28.0,15.1966666667
YPL211W,22.15,3.1,9.0,11.4166666667
YPL212C,11.91,2.5,17.0,10.47
YPL213W,5.09,6.7,45.0,18.93
YPL214C,9.03,17.5,26.0,17.51
YPL215W,5.9,4.9,32.0,14.2666666667
YPL216W,,,41.0,41.0
YPL217C,12.13,19.6,9.0,13.5766666667
YPL218W,42.12,15.1,36.0,31.0733333333
YPL219W,7.19,5.6,43.0,18.5966666667
YPL220W,45.46,31.7,17.0,31.3866666667
YPL221W,5.66,2.6,34.0,14.0866666667
YPL222W,,,53.0,53.0
YPL223C,,,120.0,120.0
YPL224C,8.07,17.0,41.0,22.0233333333
YPL225W,24.06,40.8,45.0,36.62
YPL226W,27.94,37.1,16.0,27.0133333333
YPL227C,13.6,2.7,15.0,10.4333333333
YPL228W,6.11,8.5,41.0,18.5366666667
YPL229W,1.87,,66.0,33.935
YPL230W,,,137.0,137.0
YPL231W,45.38,,19.0,32.19
YPL232W,13.46,7.1,41.0,20.52
YPL233W,,4.6,26.0,15.3
YPL234C,51.04,22.6,40.0,37.88
YPL235W,14.97,7.1,29.0,17.0233333333
YPL236C,2.94,10.1,41.0,18.0133333333
YPL237W,35.61,5.6,27.0,22.7366666667
YPL239W,10.38,,10.0,10.19
YPL240C,14.27,,12.0,13.135
YPL241C,17.01,,17.0,17.005
YPL242C,10.45,,38.0,24.225
YPL243W,3.92,3.8,28.0,11.9066666667
YPL244C,16.13,4.0,19.0,13.0433333333
YPL245W,14.46,,17.0,15.73
YPL246C,18.41,3.9,36.0,19.4366666667
YPL247C,,,91.0,91.0
YPL248C,,41.0,22.0,31.5
YPL249C,14.7,,43.0,28.85
YPL249C-A,24.71,,16.0,20.355
YPL250C,2.87,,65.0,33.935
YPL252C,6.69,5.2,26.0,12.63
YPL253C,4.76,13.2,17.0,11.6533333333
YPL254W,4.32,3.6,18.0,8.64
YPL255W,7.75,,24.0,15.875
YPL256C,7.43,,25.0,16.215
YPL258C,,21.2,28.0,24.6
YPL259C,6.58,5.3,37.0,16.2933333333
YPL260W,8.97,43.7,54.0,35.5566666667
YPL262W,64.71,,40.0,52.355
YPL263C,21.47,15.7,10.0,15.7233333333
YPL264C,,,49.0,49.0
YPL265W,8.21,,39.0,23.605
YPL266W,17.02,4.6,8.0,9.87333333333
YPL267W,4.33,,40.0,22.165
YPL268W,6.02,3.8,44.0,17.94
YPL269W,5.24,7.2,30.0,14.1466666667
YPL270W,15.58,8.5,52.0,25.36
YPL271W,7.55,5.7,89.0,34.0833333333
YPL272C,,,82.0,82.0
YPL273W,26.2,10.5,10.0,15.5666666667
YPL274W,16.61,4.8,49.0,23.47
YPL278C,1.81,,,1.81
YPL279C,6.83,,35.0,20.915
YPL280W,,,28.0,28.0
YPL281C,,,24.0,24.0
YPR001W,,,32.0,32.0
YPR002W,10.02,32.8,18.0,20.2733333333
YPR003C,,,56.0,56.0
YPR004C,19.13,8.4,46.0,24.51
YPR005C,,8.1,64.0,36.05
YPR006C,91.68,21.5,34.0,49.06
YPR007C,,5.4,33.0,19.2
YPR008W,,4.9,33.0,18.95
YPR009W,10.68,6.3,37.0,17.9933333333
YPR010C,32.59,8.9,5.0,15.4966666667
YPR010C-A,,,116.0,116.0
YPR011C,11.7,5.7,23.0,13.4666666667
YPR013C,,,44.0,44.0
YPR015C,,,54.0,54.0
YPR016C,15.56,5.0,28.0,16.1866666667
YPR017C,14.56,2.4,25.0,13.9866666667
YPR018W,4.34,,26.0,15.17
YPR019W,21.9,22.3,32.0,25.4
YPR020W,13.52,4.6,64.0,27.3733333333
YPR021C,12.98,8.8,49.0,23.5933333333
YPR022C,7.36,,22.0,14.68
YPR023C,23.98,6.8,31.0,20.5933333333
YPR024W,9.17,18.4,,13.785
YPR025C,4.91,8.4,37.0,16.77
